分区,小区名称,所在区域,房屋户型,建筑面积,套内面积,房屋朝向,装修情况,供暖方式,楼层高度,所在楼层,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,房本备件,标题,总价,单价,地区,几室几厅,房屋面积,楼层,建立时间,户型,关注人数,发布日期,VR看装修,房本满五年,近地铁,房本满两年,随时看房,详情页
黄浦,西凌新邨,黄浦 蓬莱公园 内环内,2室1厅1厨1卫,49.5㎡,,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,砖混结构,一梯六户,有,2024-10-24,2019-07-26,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,多层电梯精装两房，中高区，全明户型，带地暖。,385万,"77,778元/平",西凌新邨 -蓬莱公园,2室1厅,49.5平米,"('中楼层(共7层)',)",1991年,板楼,67人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111155177.html
徐汇,番南小区,徐汇 徐家汇 内环内,2室1厅1厨1卫,49.07㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,砖混结构,,无,2024-06-03,2001-02-01,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,全明户型+四轨相交+配套醇熟+精致装修+位置安静+税少,485万,"98,839元/平",番南小区 -徐家汇,2室1厅,49.07平米,"('中楼层(共7层)',)",1995年,板楼,40人关注,10个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107109888827.html
浦东,潍坊六村,浦东 潍坊 内环内,2室1厅1厨1卫,53.85㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,混合结构,,无,2025-04-12,2017-03-19,满五年,有抵押 140万元 工商 业主自还,商品房,普通住宅,共有,已上传房本照片,30万+自住精装修，双楠大两房中间位置前后无不利设施,365万,"67,781元/平",潍坊六村 -潍坊,2室1厅,53.85平米,"('高楼层(共6层)',)",1983年,板楼,4人关注,16天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112583871.html
长宁,天山路1890弄,长宁 中山公园 内环内,2室0厅1厨1卫,49.6㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2023-12-27,2005-06-16,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,中山公园板块，房东诚心卖的双南两房，好楼层好地段,315万,"63,509元/平",天山路1890弄 -中山公园,2室0厅,49.6平米,"('低楼层(共6层)',)",1980年,板楼,47人关注,一年前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107108797023.html
虹口,三兴苑,虹口 江湾镇 中环至外环,2室1厅1厨1卫,67.23㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,钢混结构,,无,2025-03-15,2009-03-24,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,孤品！孤品！顶楼复式带露台，三开间朝南，钥匙在手！,365万,"54,292元/平",三兴苑 -江湾镇,2室1厅,67.23平米,"('高楼层(共6层)',)",2004年,板楼,31人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112307409.html
徐汇,番南小区,徐汇 徐家汇 内环内,2室1厅1厨1卫,52.81㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,砖混结构,,无,2024-01-26,2025-02-28,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,5年1套 南北朝向+位置好+适合自住,509万,"96,384元/平",番南小区 -徐家汇,2室1厅,52.81平米,"('中楼层(共7层)',)",1995年,板楼,16人关注,一年前发布,VR房源,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107108972699.html
普陀,长风三村,普陀 长风 内环至中环,2室1厅1厨1卫,54.17㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-04-10,1994-08-16,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北通楼层好 紧挨长风公园和华师大，居家不二的选择,306万,"56,489元/平",长风三村 -长风,2室1厅,54.17平米,"('中楼层(共6层)',)",1985年,板楼,5人关注,18天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112564735.html
徐汇,南丹路128弄,徐汇 徐家汇 内环内,2室1厅1厨1卫,58.84㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2024-03-30,2011-06-10,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,精装修，明厨明卫，南边没遮挡，光照充足，诚意出售！,575万,"97,723元/平",南丹路128弄 -徐家汇,2室1厅,58.84平米,"('高楼层(共6层)',)",1993年,板楼,64人关注,一年前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107109381987.html
普陀,白兰园,普陀 武宁 内环内,2室1厅1厨1卫,58.04㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,钢混结构,,无,2024-09-07,2001-09-21,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,内环内，环球港旁经典双南户型，看房随时业主诚意出售,310万,"53,412元/平",白兰园 -武宁,2室1厅,58.04平米,"('中楼层(共7层)',)",1993年,板楼,132人关注,7个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107110752053.html
静安,精文城上城,静安 西藏北路 内环内,2室2厅1厨1卫,110.25㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共33层),平层,板楼,钢混结构,两梯三户,有,2025-04-09,2023-06-26,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,新一口价房源 两站人广 空中花园 大隐于市 闹中取静,858万,"77,824元/平",精文城上城 -西藏北路,2室2厅,110.25平米,"('33层',)",2004年,板楼,20人关注,19天以前发布,VR房源,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112556851.html
普陀,曹杨二村（北梅园）,普陀 曹杨,2室1厅1厨1卫,54.94㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2024-10-29,2024-09-30,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,曹杨二村新上双南双阳台，中楼层，采光充足，户型方正,273万,"49,691元/平",曹杨二村（北梅园） -曹杨,2室1厅,54.94平米,"('中楼层(共6层)',)",1986年,板楼,92人关注,5个月以前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111197737.html
长宁,紫云小区,长宁 中山公园 内环至中环,2室1厅1厨1卫,47.56㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共5层),平层,板楼,砖混结构,,无,2025-02-12,2025-01-20,未满两年,无抵押,售后公房,普通住宅,非共有,已上传房本照片,此房生活便利，交通便利，配套齐全,305万,"64,130元/平",紫云小区 -中山公园,2室1厅,47.56平米,"('中楼层(共5层)',)",1977年,板楼,34人关注,2个月以前发布,VR看装修,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111966743.html
虹口,东体小区,虹口 曲阳 内环内,2室1厅1厨1卫,60.79㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,砖混结构,,无,2025-02-20,2004-03-24,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,曲阳板块少有，双南房户型，户型方正，位置好安静,356万,"58,563元/平",东体小区 -曲阳,2室1厅,60.79平米,"('低楼层(共6层)',)",1981年,板楼,26人关注,2个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112053877.html
普陀,逸流公寓,普陀 武宁 内环内,2室2厅1厨2卫,111.32㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共37层),平层,板楼,钢混结构,两梯三户,有,2025-04-21,2010-11-10,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,地铁口！有车位！08年半人车分流，醉先卖出的一套。,1050万,"94,323元/平",逸流公寓 -武宁,2室2厅,111.32平米,"('37层',)",2008年,板楼,5人关注,7天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112670437.html
虹口,上农新村,虹口 曲阳 内环内,2室1厅1厨1卫,58㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-04-19,2016-11-15,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,钻石楼层的全明双南户型，精装可拎包入住,360万,"62,069元/平",上农新村 -曲阳,2室1厅,58平米,"('中楼层(共6层)',)",1985年,板楼,1人关注,9天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112656677.html
普陀,乐活居,普陀 长寿路 内环内,2室2厅1厨1卫,62.95㎡,,西南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共25层),平层,板塔结合,钢混结构,五梯十户,有,2025-02-27,2020-04-12,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环内12年次新房，精装，业主无个税，配套齐全近地铁,550万,"87,371元/平",乐活居 -长寿路,2室2厅,62.95平米,"('低楼层(共25层)',)",2012年,板塔结合,30人关注,1个月以前发布,VR看装修,,近地铁,房本满两年,随时看房,https://sh.lianjia.com/ershoufang/107112130614.html
长宁,虹南小区,长宁 虹桥 内环至中环,2室1厅1厨1卫,52.75㎡,,东 南,毛坯,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,混合结构,,无,2025-04-18,2000-09-30,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,新上房源，边套户型好，中间楼层，小区环境好,350万,"66,351元/平",虹南小区 -虹桥,2室1厅,52.75平米,"('中楼层(共6层)',)",1991年,板楼,6人关注,10天以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112645644.html
黄浦,西凌新邨,黄浦 蓬莱公园 内环内,2室1厅1厨1卫,49.5㎡,,北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,砖混结构,一梯六户,有,2024-10-24,2019-07-26,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,多层电梯精装两房，中高区，全明户型，带地暖。,385万,"77,778元/平",西凌新邨 -蓬莱公园,2室1厅,49.5平米,"('中楼层(共7层)',)",1991年,板楼,67人关注,6个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107111155177.html
徐汇,番南小区,徐汇 徐家汇 内环内,2室1厅1厨1卫,49.07㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,砖混结构,,无,2024-06-03,2001-02-01,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,全明户型+四轨相交+配套醇熟+精致装修+位置安静+税少,485万,"98,839元/平",番南小区 -徐家汇,2室1厅,49.07平米,"('中楼层(共7层)',)",1995年,板楼,40人关注,10个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107109888827.html
长宁,华阳路298弄,长宁 中山公园 内环内,2室1厅1厨1卫,58.6㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2024-08-27,2013-05-06,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环内，长宁区政府旁，低总价三房，近地铁，满五税少,410万,"69,966元/平",华阳路298弄 -中山公园,2室1厅,58.6平米,"('中楼层(共6层)',)",1987年,板楼,39人关注,7个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107110615573.html
静安,汉中小区,静安 不夜城 内环内,2室1厅1厨1卫,69.01㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共22层),平层,塔楼,钢混结构,两梯十户,有,2025-02-13,1999-10-20,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,双南户型，五轨交汇，河景房可看三件套，随时可看,550万,"79,699元/平",汉中小区 -不夜城,2室1厅,69.01平米,"('高楼层(共22层)',)",1995年,塔楼,21人关注,2个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111971818.html
普陀,长风三村,普陀 长风 内环至中环,2室1厅1厨1卫,54.17㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-04-10,1994-08-16,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北通楼层好 紧挨长风公园和华师大，居家不二的选择,306万,"56,489元/平",长风三村 -长风,2室1厅,54.17平米,"('中楼层(共6层)',)",1985年,板楼,5人关注,18天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112564735.html
徐汇,华富小区,徐汇 万体馆 内环至中环,2室1厅1厨1卫,77.66㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,钢混结构,,无,2024-11-08,2013-03-27,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,四开间朝南 阳光采光 比较少见的户型,608万,"78,290元/平",华富小区 -万体馆,2室1厅,77.66平米,"('中楼层(共6层)',)",1999年,板楼,39人关注,5个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111282892.html
宝山,新逸仙公寓,宝山 淞南 中环至外环,2室2厅1厨1卫,85.93㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),平层,板楼,钢混结构,,无,2025-04-25,2002-05-13,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,低楼层，近地铁3\18号线，价格可谈，期待有缘的你,382万,"44,455元/平",新逸仙公寓 -淞南,2室2厅,85.93平米,"('低楼层(共6层)',)",2002年,板楼,1人关注,3天以前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112708502.html
长宁,金桥大厦,长宁 虹桥 内环至中环,2室2厅1厨2卫,142.91㎡,,东南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共29层),平层,塔楼,框架结构,三梯四户,有,2025-04-02,2007-10-09,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,住宅，住宅，采光好，价格实惠，诚意卖，诚意卖,600万,"41,985元/平",金桥大厦 -虹桥,2室2厅,142.91平米,"('29层',)",1990年,塔楼,8人关注,26天以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112488495.html
长宁,中华小区,长宁 新华路 内环内,2室1厅1厨1卫,51.7㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共7层),平层,板楼,钢混结构,,无,2025-01-20,2008-11-04,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,1996年内环两房一厅，精装修三轨交汇近地铁,339万,"65,571元/平",中华小区 -新华路,2室1厅,51.7平米,"('中楼层(共7层)',)",1997年,板楼,11人关注,3个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111865554.html
静安,黄山锦庭,静安 闸北公园,2室1厅1厨1卫,64.25㎡,64.25㎡,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共30层),平层,板楼,钢混结构,两梯五户,有,2025-03-02,2021-03-02,满两年,无抵押,动迁安置房,普通住宅,共有,已上传房本照片,必看房＋店长代言＋小区中间位置＋业主急售＋价格可谈,388万,"60,390元/平",黄山锦庭 -闸北公园,2室1厅,64.25平米,"('低楼层(共30层)',)",2019年,板楼,18人关注,1个月以前发布,VR看装修,,近地铁,房本满两年,随时看房,https://sh.lianjia.com/ershoufang/107112167046.html
徐汇,住友公寓,徐汇 万体馆 内环至中环,2室1厅1厨1卫,82.16㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共22层),平层,塔楼,钢混结构,两梯七户,有,2025-04-10,1998-12-09,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,万体馆精装电梯两房，正看小区花园，可拎包入住,518万,"63,048元/平",住友公寓 -万体馆,2室1厅,82.16平米,"('低楼层(共22层)',)",1997年,塔楼,10人关注,18天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112569544.html
静安,和源馨苑,静安 西藏北路 内环内,2室1厅1厨1卫,86.75㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共32层),平层,板楼,钢混结构,两梯四户,有,2025-03-01,2022-02-18,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环内两站路到人广，14年南北次新两房 正看交通公园,640万,"73,776元/平",和源馨苑 -西藏北路,2室1厅,86.75平米,"('低楼层(共32层)',)",2014年,板楼,60人关注,1个月以前发布,VR看装修,,近地铁,房本满两年,随时看房,https://sh.lianjia.com/ershoufang/107112156612.html
长宁,虹东小区,长宁 虹桥 内环至中环,2室1厅1厨1卫,71.6㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共25层),平层,塔楼,钢混结构,两梯七户,有,2025-04-12,2009-08-19,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,近地铁，精品小区，满五唯·一，边户全明，高区采光好,430万,"60,056元/平",虹东小区 -虹桥,2室1厅,71.6平米,"('高楼层(共25层)',)",1990年,塔楼,4人关注,16天以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112585357.html
徐汇,南丹路128弄,徐汇 徐家汇 内环内,2室1厅1厨1卫,58.84㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2024-03-30,2011-06-10,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,精装修，明厨明卫，南边没遮挡，光照充足，诚意出售！,575万,"97,723元/平",南丹路128弄 -徐家汇,2室1厅,58.84平米,"('高楼层(共6层)',)",1993年,板楼,64人关注,一年前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107109381987.html
普陀,德诚大厦,普陀 长寿路 内环内,2室1厅1厨2卫,112.51㎡,,南 西,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共30层),平层,塔楼,钢混结构,三梯六户,有,2025-02-20,2021-05-31,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,苏州河景观2房2卫，4轨交通，南北全明户型，全新装修,697万,"61,951元/平",德诚大厦 -长寿路,2室1厅,112.51平米,"('高楼层(共30层)',)",1995年,塔楼,15人关注,2个月以前发布,VR房源,,近地铁,房本满两年,随时看房,https://sh.lianjia.com/ershoufang/107112056365.html
长宁,范东铁路小区,长宁 中山公园 内环内,2室1厅1厨1卫,65.91㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2025-03-27,2017-05-08,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,距地铁234号线1米距离，96年房龄，1梯2户，双南朝向,540万,"81,930元/平",范东铁路小区 -中山公园,2室1厅,65.91平米,"('高楼层(共6层)',)",1996年,板楼,6人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112433246.html
长宁,法华镇路635弄,长宁 新华路 内环内,2室1厅1厨1卫,59.48㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-03-19,2013-07-16,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,好房出售，看花落谁家；中间楼层，上下方便；双南户型,429万,"72,126元/平",法华镇路635弄 -新华路,2室1厅,59.48平米,"('中楼层(共6层)',)",1995年,板楼,17人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112344228.html
普陀,东新苑,普陀 武宁 内环内,2室2厅1厨2卫,76.66㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,钢混结构,,无,2024-09-01,2021-06-07,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环内+近地铁+一梯两户+户型方正+南北通透+阳光刺眼,598万,"78,007元/平",东新苑 -武宁,2室2厅,76.66平米,"('6层',)",2000年,板楼,68人关注,7个月以前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107110686909.html
普陀,太浜巷小区,普陀 光新 内环至中环,2室1厅1厨1卫,56.61㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-04-10,2002-07-01,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环边+地铁3.4.7镇坪站+中楼层+双南户型+看房方便,345万,"60,944元/平",太浜巷小区 -光新,2室1厅,56.61平米,"('中楼层(共6层)',)",1989年,板楼,18人关注,18天以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112563263.html
普陀,海鑫公寓,普陀 长风 内环至中环,2室2厅1厨1卫,86.58㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共18层),平层,塔楼,钢混结构,两梯八户,有,2024-03-01,2021-11-05,满两年,有抵押 340万元,商品房,普通住宅,共有,已上传房本照片,苏州河畔，环球港旁，双南全明，30万精装，拎包入住,498万,"57,520元/平",海鑫公寓 -长风,2室2厅,86.58平米,"('低楼层(共18层)',)",1997年,塔楼,99人关注,一年前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107109136797.html
普陀,江南名庐,普陀 武宁 内环内,2室2厅1厨1卫,84.55㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共31层),平层,板楼,钢混结构,两梯三户,有,2024-12-14,2001-07-07,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环内2009年地铁口两梯三户，高区视野好，总价低,778万,"92,017元/平",江南名庐 -武宁,2室2厅,84.55平米,"('31层',)",2009年,板楼,39人关注,4个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111590766.html
长宁,法华镇路635弄,长宁 新华路 内环内,2室1厅1厨1卫,59.48㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-03-19,2013-07-16,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,好房出售，看花落谁家；中间楼层，上下方便；双南户型,429万,"72,126元/平",法华镇路635弄 -新华路,2室1厅,59.48平米,"('中楼层(共6层)',)",1995年,板楼,17人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112344228.html
普陀,海鑫公寓,普陀 长风 内环至中环,2室2厅1厨1卫,86.58㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共18层),平层,塔楼,钢混结构,两梯八户,有,2024-03-01,2021-11-05,满两年,有抵押 340万元,商品房,普通住宅,共有,已上传房本照片,苏州河畔，环球港旁，双南全明，30万精装，拎包入住,498万,"57,520元/平",海鑫公寓 -长风,2室2厅,86.58平米,"('低楼层(共18层)',)",1997年,塔楼,99人关注,一年前发布,VR看装修,,近地铁,房本满两年,,https://sh.lianjia.com/ershoufang/107109136797.html
普陀,曹杨五村(南岭园),普陀 曹杨 内环至中环,2室1厅1厨1卫,43.68㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共5层),平层,板塔结合,砖混结构,,无,2025-03-12,2017-12-22,满五年,无抵押,售后公房,普通住宅,非共有,已上传房本照片,公司产权+通3/4/13号线+南北两房+不沿街+商圈成熟,203万,"46,475元/平",曹杨五村(南岭园) -曹杨,2室1厅,43.68平米,"('高楼层(共5层)',)",1966年,板塔结合,36人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112273803.html
长宁,范东铁路小区,长宁 中山公园 内环内,2室1厅1厨1卫,65.91㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2025-03-27,2017-05-08,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,距地铁234号线1米距离，96年房龄，1梯2户，双南朝向,540万,"81,930元/平",范东铁路小区 -中山公园,2室1厅,65.91平米,"('高楼层(共6层)',)",1996年,板楼,6人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112433246.html
普陀,德诚大厦,普陀 长寿路 内环内,2室1厅1厨2卫,112.51㎡,,南 西,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共30层),平层,塔楼,钢混结构,三梯六户,有,2025-02-20,2021-05-31,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,苏州河景观2房2卫，4轨交通，南北全明户型，全新装修,697万,"61,951元/平",德诚大厦 -长寿路,2室1厅,112.51平米,"('高楼层(共30层)',)",1995年,塔楼,15人关注,2个月以前发布,VR房源,,近地铁,房本满两年,随时看房,https://sh.lianjia.com/ershoufang/107112056365.html
普陀,太浜巷小区,普陀 光新 内环至中环,2室1厅1厨1卫,56.61㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,砖混结构,,无,2025-04-10,2002-07-01,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,内环边+地铁3.4.7镇坪站+中楼层+双南户型+看房方便,345万,"60,944元/平",太浜巷小区 -光新,2室1厅,56.61平米,"('中楼层(共6层)',)",1989年,板楼,18人关注,18天以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112563263.html
普陀,新湖明珠城（一二期）,普陀 武宁 内环内,2室2厅1厨1卫,79.11㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共32层),平层,板楼,钢混结构,两梯八户,有,2025-04-09,2016-03-30,满五年,有抵押 200万元 按揭贷款 客户偿还,商品房,普通住宅,非共有,已上传房本照片,诚售，中高区双南户型，满五，采光视野俱佳，拎包入住,675万,"85,325元/平",新湖明珠城（一二期） -武宁,2室2厅,79.11平米,"('32层',)",2005年,板楼,32人关注,18天以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112561755.html
