小区名称,房屋朝向,装修情况,供暖方式,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,关注人数,发布日期,VR看装修,近地铁,随时看房,详情页,楼层高低,楼层总高度,区,街道,环线位置,居住空间,功能间,总价(万元),单价(元/平),房屋面积(平米),地址,lat,lon
金帝城市岸泊,南 北,简装,,平层,板楼,钢混结构,无电梯,无,2024-12-08,2007-01-15,满五年,无抵押,商品房,普通住宅,非共有,6,4个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111539968.html,高楼层,6,嘉定,江桥,外环外,2室1厅,1厨1卫,360.0,39570,90.98,上海市嘉定江桥金帝城市岸泊,31.269887,121.305132
冠都公寓,东南,简装,,平层,塔楼,钢混结构,两梯六户,有,2024-10-26,2024-10-26,未满两年,无抵押,商品房,普通住宅,非共有,15,5个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111177711.html,中楼层,18,虹口,鲁迅公园,内环内,2室2厅,1厨2卫,735.0,67191,109.39,上海市虹口鲁迅公园冠都公寓,31.265263,121.477674
宝山十村,南,简装,,复式,板楼,钢混结构,一梯十三户,有,2025-02-14,2001-06-29,满五年,无抵押,商品房,普通住宅,非共有,3,2个月以前发布,VR房源,,随时看房,https://sh.lianjia.com/ershoufang/107111986877.html,中楼层,9,宝山,淞宝,外环外,2室2厅,1厨2卫,360.0,35423,101.63,上海市宝山淞宝宝山十村,31.397269,121.491762
锦鸿公寓,南,简装,,平层,板塔结合,钢混结构,三梯十户,有,2024-02-20,2010-01-21,满五年,无抵押,商品房,普通住宅,非共有,8,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109044129.html,中楼层,26,闵行,梅陇,中环至外环,2室1厅,1厨1卫,400.0,40779,98.09,上海市闵行梅陇锦鸿公寓,31.136963,121.410947
公元三村,南,精装,,平层,板楼,混合结构,一梯两户,有,2023-04-30,2009-05-08,满五年,无抵押,商品房,普通住宅,共有,0,一年前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107107030918.html,中楼层,5,浦东,周浦,外环外,2室2厅,1厨1卫,398.0,40243,98.9,上海市浦东周浦公元三村,31.114966,121.575712
澳丽花苑,南 北,精装,,平层,板楼,钢混结构,一梯两户,有,2024-09-02,2010-05-20,满五年,无抵押,商品房,普通住宅,共有,3,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110703937.html,低楼层,17,浦东,塘桥,内环内,2室2厅,1厨1卫,800.0,85562,93.5,上海市浦东塘桥澳丽花苑,31.207376,121.518298
阳光翠庭,南,精装,,平层,板楼,钢混结构,一梯两户,有,2025-03-01,2020-10-26,满两年,无抵押,商品房,普通住宅,非共有,4,1个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107112151222.html,低楼层,18,松江,松江新城,外环外,2室1厅,1厨1卫,368.0,34985,105.19,上海市松江松江新城阳光翠庭,31.030295,121.230739
VIP大厦,南,精装,,平层,板楼,钢混结构,两梯四户,有,2023-06-29,2016-08-02,满五年,有抵押,商品房,普通住宅,共有,5,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107107455479.html,低楼层,23,浦东,梅园,内环内,2室2厅,1厨2卫,900.0,82095,109.63,上海市浦东梅园VIP大厦,31.240999,121.525469
锦鸿公寓,东南,简装,,平层,塔楼,钢混结构,三梯十户,有,2024-09-30,2004-06-10,满五年,无抵押,商品房,普通住宅,非共有,3,6个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110945414.html,高楼层,26,闵行,梅陇,中环至外环,2室1厅,1厨1卫,388.0,39556,98.09,上海市闵行梅陇锦鸿公寓,31.136963,121.410947
西郊河畔家园,南,简装,,平层,板楼,钢混结构,无电梯,无,2023-02-01,2006-04-28,满五年,无抵押,商品房,普通住宅,共有,70,一年前发布,VR看装修,,随时看房,https://sh.lianjia.com/ershoufang/107106382150.html,中楼层,6,闵行,华漕,外环外,2室2厅,1厨1卫,380.0,41860,90.78,上海市闵行华漕西郊河畔家园,31.211527,121.290553
泰业公寓,南,精装,,平层,塔楼,钢混结构,两梯八户,有,2025-03-05,2006-08-22,满五年,无抵押,商品房,普通住宅,共有,5,1个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112197166.html,中楼层,24,虹口,四川北路,内环内,2室2厅,1厨2卫,750.0,71415,105.02,上海市虹口四川北路泰业公寓,31.2605,121.485613
密山新村,南,简装,,平层,板楼,砖混结构,无电梯,无,2023-03-26,2017-01-11,满五年,无抵押,商品房,普通住宅,共有,12,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106785725.html,中楼层,6,宝山,淞宝,外环外,2室2厅,1厨1卫,460.0,44739,102.82,上海市宝山淞宝密山新村,31.401843,121.481778
万科四季花城,南,精装,,平层,板楼,钢混结构,一梯三户,有,2025-03-01,2023-01-04,满两年,无抵押,商品房,普通住宅,共有,1,1个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107112158795.html,低楼层,11,宝山,杨行,外环外,2室2厅,1厨1卫,390.0,42600,91.55,上海市宝山杨行万科四季花城,31.383945,121.444281
云润家园,南,简装,,平层,板楼,钢混结构,无电梯,无,2024-04-21,2019-06-04,满五年,有抵押,商品房,普通住宅,非共有,6,一年前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107109551309.html,高楼层,6,松江,九亭,外环外,2室2厅,1厨1卫,399.0,38536,103.54,上海市松江九亭云润家园,31.129058,121.319052
知雅汇(公寓),南 北,精装,,平层,板楼,钢混结构,一梯两户,有,2025-02-16,2009-12-20,满五年,无抵押,商品房,普通住宅,共有,3,2个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107112005798.html,高楼层,14,松江,九亭,外环外,2室1厅,1厨1卫,380.0,38987,97.47,上海市松江九亭知雅汇(公寓),31.135833,121.285978
申桂公寓,南,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-05-28,2015-07-15,满五年,有抵押,商品房,普通住宅,非共有,2,10个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109835877.html,高楼层,24,静安,西藏北路,内环内,2室2厅,1厨1卫,750.0,77697,96.53,上海市静安西藏北路申桂公寓,31.258231,121.479774
申城佳苑三期A块,南,简装,,平层,板楼,钢混结构,两梯四户,有,2025-02-07,2018-11-09,满两年,无抵押,商品房,普通住宅,非共有,12,2个月以前发布,VR看装修,,随时看房,https://sh.lianjia.com/ershoufang/107111907938.html,低楼层,18,浦东,张江,,2室2厅,1厨1卫,400.0,43846,91.23,上海市浦东张江申城佳苑三期A块,31.181355,121.640303
航华二村嘉丰公寓,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-10-23,2013-02-06,满五年,无抵押,商品房,普通住宅,共有,4,6个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111149692.html,高楼层,6,闵行,航华,外环外,2室1厅,1厨1卫,375.0,37221,100.75,上海市闵行航华航华二村嘉丰公寓,31.172808,121.350331
淞浦苑,南 北,简装,,平层,板楼,钢混结构,一梯两户,有,2024-12-27,2014-07-24,满五年,无抵押,商品房,普通住宅,非共有,10,3个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107111700574.html,中楼层,6,宝山,淞南,中环至外环,2室2厅,1厨1卫,380.0,40327,94.23,上海市宝山淞南淞浦苑,31.336023,121.482393
万科四季花城,南,精装,,平层,板楼,钢混结构,一梯三户,有,2024-11-22,2018-02-11,满五年,无抵押,商品房,普通住宅,共有,11,5个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107111402868.html,低楼层,11,宝山,杨行,外环外,2室2厅,1厨1卫,398.0,40742,97.69,上海市宝山杨行万科四季花城,31.383945,121.444281
美晶佳园,南 北,简装,,平层,板楼,钢混结构,两梯五户,有,2025-02-14,2005-07-25,满五年,无抵押,商品房,普通住宅,共有,0,2个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111987875.html,高楼层,21,徐汇,万体馆,内环内,2室1厅,1厨1卫,1080.0,99183,108.89,上海市徐汇万体馆美晶佳园,31.182676,121.444773
耀江花园,南,精装,,平层,板楼,钢混结构,两梯四户,有,2023-01-04,2016-11-04,满五年,有抵押,商品房,普通住宅,共有,47,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106292614.html,中楼层,26,黄浦,世博滨江,内环至中环,2室2厅,1厨2卫,1500.0,144454,103.84,上海市黄浦世博滨江耀江花园,31.198957,121.492573
中星海兰苑,南 北,简装,,平层,板楼,钢混结构,一梯四户,有,2024-05-07,2016-10-08,满五年,无抵押,商品房,普通住宅,非共有,39,11个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109672357.html,低楼层,11,嘉定,江桥,外环外,2室2厅,1厨2卫,390.0,39323,99.18,上海市嘉定江桥中星海兰苑,31.264606,121.338589
颐亭花园(公寓),南 北,精装,,平层,板楼,钢混结构,一梯两户,有,2025-01-05,2020-03-31,满五年,无抵押,商品房,普通住宅,共有,2,3个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107111764669.html,中楼层,14,松江,九亭,外环外,2室2厅,1厨1卫,396.0,40013,98.97,上海市松江九亭颐亭花园(公寓),31.148146,121.297404
宝山十村,南 北,简装,,平层,板楼,砖混结构,无电梯,无,2025-02-18,1999-12-15,满五年,无抵押,商品房,普通住宅,非共有,1,2个月以前发布,VR房源,,随时看房,https://sh.lianjia.com/ershoufang/107112032281.html,高楼层,6,宝山,淞宝,外环外,2室2厅,1厨1卫,388.0,37013,104.83,上海市宝山淞宝宝山十村,31.397269,121.491762
大众汽车公寓,南 北,精装,,平层,塔楼,钢混结构,两梯六户,有,2024-02-25,2016-10-27,满五年,无抵押,商品房,普通住宅,共有,14,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109092440.html,高楼层,28,黄浦,五里桥,内环内,2室1厅,1厨1卫,848.0,79850,106.2,上海市黄浦五里桥大众汽车公寓,31.200481,121.478276
中信泰富又一城二期,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-10-31,2016-10-30,满五年,有抵押,商品房,普通住宅,共有,6,5个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111217050.html,低楼层,30,嘉定,嘉定新城,,2室1厅,1厨1卫,390.0,41214,94.63,上海市嘉定嘉定新城中信泰富又一城二期,31.328923,121.25568
中山大厦,南,简装,,平层,塔楼,钢混结构,三梯六户,有,2024-08-23,2010-08-11,满五年,无抵押,商品房,普通住宅,非共有,11,8个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110580544.html,低楼层,27,虹口,凉城,内环至中环,2室1厅,1厨1卫,520.0,50198,103.59,上海市虹口凉城中山大厦,31.276541,121.477524
宏凯公寓,南,精装,,平层,板塔结合,钢混结构,三梯八户,有,2024-07-17,2000-07-15,满五年,无抵押,商品房,普通住宅,非共有,14,9个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110262402.html,高楼层,25,虹口,鲁迅公园,内环至中环,2室1厅,1厨1卫,618.0,63444,97.41,上海市虹口鲁迅公园宏凯公寓,31.276577,121.476459
华丰苑(阳光新居),南,精装,,复式,板楼,钢混结构,无电梯,无,2023-02-26,2007-12-27,满五年,有抵押,商品房,普通住宅,非共有,45,一年前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107106583383.html,高楼层,6,闵行,颛桥,外环外,2室2厅,1厨1卫,385.0,38889,99.0,上海市闵行颛桥华丰苑(阳光新居),31.067737,121.395392
共富四村,南 北,简装,,平层,板楼,砖混结构,无电梯,无,2024-03-31,2012-04-25,满五年,无抵押,商品房,普通住宅,非共有,14,一年前发布,VR看装修,,随时看房,https://sh.lianjia.com/ershoufang/107109396341.html,高楼层,6,宝山,共富,中环至外环,2室2厅,1厨2卫,399.0,38237,104.35,上海市宝山共富共富四村,31.348675,121.424271
中信泰富又一城三期,南 北,精装,,平层,板塔结合,钢混结构,两梯四户,有,2025-03-26,2016-08-06,满五年,无抵押,商品房,普通住宅,共有,3,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112422874.html,低楼层,37,嘉定,嘉定新城,外环外,2室1厅,1厨1卫,398.0,41829,95.15,上海市嘉定嘉定新城中信泰富又一城三期,31.328923,121.25568
米兰诺贵都,南,精装,,平层,板楼,钢混结构,两梯三户,有,2023-02-18,2015-12-21,满五年,有抵押,商品房,普通住宅,共有,6,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106519098.html,高楼层,19,松江,泗泾,外环外,2室2厅,1厨1卫,380.0,41832,90.84,上海市松江泗泾米兰诺贵都,31.102402,121.232835
上海源花城,南,精装,,平层,板楼,钢混结构,两梯两户,有,2024-09-12,2007-05-24,满五年,无抵押,商品房,普通住宅,共有,3,7个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107110788145.html,高楼层,17,松江,九亭,外环外,2室2厅,1厨1卫,395.0,37559,105.17,上海市松江九亭上海源花城,31.142946,121.302734
知雅汇(公寓),南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-12-11,2006-12-14,满五年,无抵押,商品房,普通住宅,共有,6,4个月以前发布,VR看装修,,随时看房,https://sh.lianjia.com/ershoufang/107111562336.html,低楼层,17,松江,九亭,外环外,2室2厅,1厨1卫,378.0,41316,91.49,上海市松江九亭知雅汇(公寓),31.135833,121.285978
虹叶茗园,南,简装,,平层,板楼,钢混结构,两梯四户,有,2024-03-18,2009-08-01,满五年,无抵押,商品房,普通住宅,共有,64,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109288457.html,高楼层,31,虹口,临平路,内环内,2室1厅,1厨2卫,998.0,91948,108.54,上海市虹口临平路虹叶茗园,31.262126,121.504368
知雅汇(公寓),南,精装,,平层,板楼,钢混结构,两梯三户,有,2025-03-17,2012-09-23,满五年,无抵押,商品房,普通住宅,共有,3,1个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107112327666.html,低楼层,17,松江,九亭,外环外,2室2厅,1厨1卫,359.0,39792,90.22,上海市松江九亭知雅汇(公寓),31.135833,121.285978
三九大厦,东,精装,,平层,塔楼,钢混结构,三梯八户,有,2024-12-14,2019-12-12,满五年,无抵押,商品房,普通住宅,共有,4,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111591561.html,低楼层,29,虹口,江湾镇,中环至外环,2室1厅,1厨1卫,460.0,46896,98.09,上海市虹口江湾镇三九大厦,31.291935,121.485311
颐亭花园(公寓),南 北,精装,,平层,板楼,钢混结构,一梯两户,有,2025-01-05,2020-03-31,满五年,无抵押,商品房,普通住宅,共有,2,3个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107111764669.html,中楼层,14,松江,九亭,外环外,2室2厅,1厨1卫,396.0,40013,98.97,上海市松江九亭颐亭花园(公寓),31.148146,121.297404
中星海兰苑,南 北,简装,,平层,板楼,钢混结构,一梯四户,有,2024-05-07,2016-10-08,满五年,无抵押,商品房,普通住宅,非共有,39,11个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109672357.html,低楼层,11,嘉定,江桥,外环外,2室2厅,1厨2卫,390.0,39323,99.18,上海市嘉定江桥中星海兰苑,31.264606,121.338589
上海大花园,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-04-06,2022-01-19,满两年,无抵押,商品房,普通住宅,非共有,14,一年前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107109436476.html,高楼层,18,杨浦,周家嘴路,内环内,2室2厅,1厨1卫,1250.0,131000,95.42,上海市杨浦周家嘴路上海大花园,31.264719,121.510534
兰桥公寓,南,精装,,平层,板楼,钢混结构,无电梯,无,2024-02-26,2002-12-05,满五年,无抵押,商品房,普通住宅,共有,5,一年前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107109101174.html,中楼层,5,松江,松江新城,外环外,2室2厅,1厨1卫,388.0,38099,101.84,上海市松江松江新城兰桥公寓,31.028286,121.209073
逸庭苑,南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-07-15,2019-03-03,满五年,无抵押,商品房,普通住宅,共有,3,9个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107110249297.html,低楼层,15,松江,松江新城,外环外,2室2厅,1厨1卫,365.0,40336,90.49,上海市松江松江新城逸庭苑,31.030295,121.230739
翔瑞新苑(东区),南,毛坯,,平层,板楼,钢混结构,两梯四户,有,2024-07-02,2021-07-02,满两年,无抵押,动迁安置房,普通住宅,非共有,31,9个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107110134144.html,高楼层,18,嘉定,南翔,外环外,2室2厅,1厨1卫,372.0,41169,90.36,上海市嘉定南翔翔瑞新苑(东区),31.300247,121.297366
景舒苑十村西区,南 北,简装,,平层,板楼,钢混结构,无电梯,无,2025-03-10,2012-08-30,满五年,无抵押,商品房,普通住宅,共有,0,1个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107112255039.html,高楼层,6,闵行,浦江,,2室2厅,1厨1卫,388.0,42266,91.8,上海市闵行浦江景舒苑十村西区,31.069016,121.491252
临江一村,西南,简装,,平层,板楼,砖混结构,无电梯,无,2025-03-08,1998-12-24,满五年,无抵押,商品房,普通住宅,非共有,3,1个月以前发布,VR看装修,,随时看房,https://sh.lianjia.com/ershoufang/107112228890.html,高楼层,6,宝山,淞宝,外环外,2室2厅,1厨1卫,355.0,35754,99.29,上海市宝山淞宝临江一村,31.411624,121.486193
挹翠苑,南,精装,,平层,板楼,钢混结构,无电梯,无,2025-01-01,2013-06-09,满五年,无抵押,商品房,普通住宅,共有,14,3个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111737391.html,高楼层,6,徐汇,植物园,内环至中环,2室2厅,1厨1卫,788.0,85254,92.43,上海市徐汇植物园挹翠苑,31.154481,121.445163
月亮河碧园(公寓),南,简装,,平层,板楼,钢混结构,无电梯,无,2023-12-29,2006-07-07,满五年,无抵押,商品房,普通住宅,共有,13,一年前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107108814762.html,高楼层,5,松江,松江新城,外环外,2室2厅,1厨1卫,385.0,41479,92.82,上海市松江松江新城月亮河碧园(公寓),31.033598,121.18874
宝山十村,南 北,精装,,复式,板楼,钢混结构,一梯十三户,有,2024-12-05,2001-06-29,满五年,无抵押,商品房,普通住宅,非共有,11,4个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107111509814.html,低楼层,9,宝山,淞宝,外环外,2室2厅,1厨2卫,359.0,35325,101.63,上海市宝山淞宝宝山十村,31.397269,121.491762
恒业公寓,南,简装,,平层,板楼,钢混结构,一梯三户,有,2024-06-15,2009-04-24,满五年,无抵押,商品房,普通住宅,共有,23,10个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109997082.html,中楼层,11,虹口,鲁迅公园,内环内,2室2厅,1厨1卫,660.0,68451,96.42,上海市虹口鲁迅公园恒业公寓,31.264992,121.473358
白玉兰家园,南,简装,,平层,板楼,钢混结构,一梯三户,有,2024-02-20,2011-10-17,满五年,无抵押,商品房,普通住宅,共有,52,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109050110.html,中楼层,8,黄浦,世博滨江,内环至中环,2室2厅,1厨2卫,1290.0,123493,104.46,上海市黄浦世博滨江白玉兰家园,31.200093,121.492042
潼港兴高苑,南,精装,,平层,板楼,钢混结构,无电梯,无,2024-09-30,2023-10-21,未满两年,无抵押,商品房,普通住宅,非共有,3,6个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110941412.html,高楼层,6,浦东,外高桥,中环至外环,2室1厅,1厨1卫,369.0,39344,93.79,上海市浦东外高桥潼港兴高苑,31.347944,121.573887
幸之苑,南 西,简装,,平层,板楼,钢混结构,无电梯,无,2024-08-28,2007-11-14,满五年,无抵押,商品房,普通住宅,共有,19,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110657220.html,低楼层,6,宝山,高境,中环至外环,2室2厅,1厨1卫,550.0,58381,94.21,上海市宝山高境幸之苑,31.313626,121.487347
嘉城雅颂湾,南 北,简装,,平层,板楼,钢混结构,无电梯,无,2024-06-19,2015-12-03,满五年,无抵押,商品房,普通住宅,共有,10,10个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107110022738.html,高楼层,6,嘉定,江桥,外环外,2室2厅,1厨1卫,400.0,42717,93.64,上海市嘉定江桥嘉城雅颂湾,31.262573,121.344748
康桥水都(公寓),南 西南,精装,,平层,板楼,钢混结构,两梯七户,有,2025-03-14,2017-02-10,满五年,有抵押,商品房,普通住宅,非共有,2,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112301892.html,高楼层,16,宝山,杨行,外环外,2室1厅,1厨1卫,400.0,37391,106.98,上海市宝山杨行康桥水都(公寓),31.362072,121.43922
美岸栖庭,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-07-23,2008-05-04,满五年,无抵押,商品房,普通住宅,共有,27,9个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110312020.html,高楼层,18,宝山,高境,中环至外环,2室2厅,1厨1卫,668.0,70539,94.7,上海市宝山高境美岸栖庭,31.327979,121.491863
嘉禄新苑,南,简装,,平层,板楼,钢混结构,一梯两户,有,2025-03-21,2013-10-31,满五年,无抵押,商品房,普通住宅,共有,13,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112366672.html,中楼层,10,杨浦,东外滩,内环内,2室2厅,1厨1卫,895.0,89716,99.76,上海市杨浦东外滩嘉禄新苑,31.260334,121.520873
宝宸怡秀园,南,精装,,平层,板楼,钢混结构,两梯三户,有,2025-03-19,2017-02-09,满五年,无抵押,商品房,普通住宅,共有,0,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112347943.html,低楼层,18,宝山,淞宝,中环至外环,2室2厅,1厨1卫,450.0,45028,99.94,上海市宝山淞宝宝宸怡秀园,31.37463,121.49745
康乐花园(浦东),南,精装,,平层,板楼,钢混结构,无电梯,无,2023-10-22,2000-01-27,满五年,无抵押,商品房,普通住宅,非共有,20,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108318115.html,高楼层,6,浦东,塘桥,内环内,2室2厅,1厨1卫,660.0,66870,98.7,上海市浦东塘桥康乐花园(浦东),31.203067,121.518978
金色西郊城,南 北,精装,,平层,板楼,钢混结构,,,2025-02-11,2006-07-28,满五年,无抵押,商品房,普通住宅,共有,9,2个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107111955671.html,高楼层,6,闵行,华漕,外环外,2室2厅,1厨1卫,370.0,40310,91.79,上海市闵行华漕金色西郊城,31.223999,121.328099
康乐花园(浦东),南,精装,,错层,板楼,钢混结构,无电梯,无,2024-09-23,2015-02-26,满五年,无抵押,商品房,普通住宅,共有,21,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110885360.html,高楼层,6,浦东,塘桥,内环内,2室2厅,0厨1卫,605.0,61297,98.7,上海市浦东塘桥康乐花园(浦东),31.203067,121.518978
鎏园,南 北,简装,,平层,板楼,钢混结构,一梯两户,有,2024-11-20,2012-11-30,满五年,有抵押,商品房,普通住宅,共有,12,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111382956.html,低楼层,14,宝山,淞南,中环至外环,2室2厅,1厨1卫,565.0,61068,92.52,上海市宝山淞南鎏园,31.336023,121.482393
虹梅新苑南区,南 北,精装,,平层,板楼,钢混结构,无电梯,无,2025-02-13,2017-09-13,满五年,无抵押,动迁安置房,普通住宅,非共有,15,2个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107111972796.html,低楼层,6,闵行,吴泾,,2室2厅,1厨1卫,392.0,42452,92.34,上海市闵行吴泾虹梅新苑南区,31.04035,121.458411
东方豪园(公寓),南 北,精装,,平层,板楼,钢混结构,两梯三户,有,2025-02-23,2017-12-08,满五年,有抵押,商品房,普通住宅,共有,8,2个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107112095147.html,低楼层,30,嘉定,嘉定新城,外环外,2室2厅,1厨1卫,364.0,40009,90.98,上海市嘉定嘉定新城东方豪园(公寓),31.331094,121.276005
中福花苑,南,精装,,复式,板楼,钢混结构,三梯九户,有,2023-02-04,2002-04-19,满五年,无抵押,商品房,普通住宅,共有,75,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107106405442.html,中楼层,19,黄浦,蓬莱公园,内环内,2室2厅,1厨2卫,950.0,93652,101.44,上海市黄浦蓬莱公园中福花苑,31.209743,121.499119
长宏新苑,南 北,简装,,平层,板楼,钢混结构,一梯两户,有,2025-02-25,2016-01-01,满两年,无抵押,商品房,普通住宅,非共有,9,1个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112113293.html,中楼层,11,宝山,淞南,中环至外环,2室1厅,1厨1卫,499.0,49598,100.61,上海市宝山淞南长宏新苑,31.342989,121.491638
同盛嘉园,南,精装,,平层,板楼,钢混结构,一梯三户,有,2025-03-10,2013-12-19,满五年,无抵押,商品房,普通住宅,非共有,2,1个月以前发布,VR看装修,,随时看房,https://sh.lianjia.com/ershoufang/107112257590.html,低楼层,11,宝山,杨行,外环外,2室1厅,1厨1卫,365.0,40102,91.02,上海市宝山杨行同盛嘉园,31.378549,121.434567
鎏园,南,简装,,平层,板楼,钢混结构,一梯两户,有,2024-11-13,2008-08-25,满五年,无抵押,商品房,普通住宅,共有,10,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111321904.html,高楼层,14,宝山,淞南,中环至外环,2室2厅,1厨1卫,590.0,63496,92.92,上海市宝山淞南鎏园,31.336023,121.482393
吴淞新城,南,简装,,平层,板楼,钢混结构,一梯两户,有,2024-11-18,2005-03-05,满五年,无抵押,商品房,普通住宅,非共有,11,5个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111369914.html,低楼层,12,宝山,淞宝,中环至外环,2室1厅,1厨1卫,438.0,43674,100.29,上海市宝山淞宝吴淞新城,31.371713,121.497889
金帝城市岸泊,南 北,精装,,错层,板楼,钢混结构,一梯两户,有,2024-11-25,2000-12-05,未满两年,无抵押,商品房,普通住宅,非共有,7,4个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107111426874.html,中楼层,13,嘉定,江桥,外环外,2室2厅,1厨1卫,390.0,37865,103.0,上海市嘉定江桥金帝城市岸泊,31.269887,121.305132
龙湖蔚澜香醍,南 北,精装,,复式,板楼,钢混结构,三梯十五户,有,2024-03-05,2021-04-26,满两年,有抵押,商品房,普通住宅,共有,15,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109172362.html,高楼层,31,嘉定,嘉定新城,外环外,2室1厅,1厨2卫,395.0,43298,91.23,上海市嘉定嘉定新城龙湖蔚澜香醍,31.347128,121.248125
阳光翠庭,南,精装,,平层,板楼,钢混结构,一梯两户,有,2024-08-30,2019-08-31,满五年,无抵押,商品房,普通住宅,共有,9,7个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107110675168.html,低楼层,18,松江,松江新城,外环外,2室1厅,1厨1卫,365.0,34759,105.01,上海市松江松江新城阳光翠庭,31.030295,121.230739
