小区名称,房屋朝向,装修情况,供暖方式,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,关注人数,发布日期,VR看装修,近地铁,随时看房,详情页,楼层高低,楼层总高度,区,街道,环线位置,居住空间,功能间,总价(万元),单价(元/平),房屋面积(平米),地址,lat,lon
长宁路1488弄,南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-07-04,2017-01-20,满五年,无抵押,商品房,普通住宅,共有,8,9个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110155322.html,高楼层,6,长宁,中山公园,内环至中环,2室1厅,1厨1卫,395.0,63434,62.27,上海市长宁中山公园长宁路1488弄,31.218594,121.408749
龚家宅,东 北,精装,,平层,板楼,砖混结构,无电梯,无,2023-03-10,2020-07-02,满两年,无抵押,商品房,普通住宅,非共有,38,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106675413.html,中楼层,6,普陀,甘泉宜川,内环内,1室1厅,1厨1卫,169.0,57798,29.24,上海市普陀甘泉宜川龚家宅,31.259873,121.443961
遵义小区,南,精装,,平层,板楼,砖混结构,无电梯,无,2023-06-26,2022-11-28,满两年,无抵押,商品房,普通住宅,非共有,37,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107431601.html,高楼层,6,长宁,中山公园,内环至中环,2室0厅,1厨1卫,358.0,69394,51.59,上海市长宁中山公园遵义小区,31.214303,121.409471
遵义小区,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-12-16,2018-01-01,满五年,无抵押,商品房,普通住宅,共有,4,4个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111610671.html,中楼层,5,长宁,中山公园,内环至中环,2室0厅,1厨1卫,390.0,72316,53.93,上海市长宁中山公园遵义小区,31.214303,121.409471
宜川六村,南,简装,,平层,板楼,砖混结构,无电梯,无,2023-12-08,2022-10-10,满两年,无抵押,商品房,普通住宅,非共有,22,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108657599.html,中楼层,6,普陀,甘泉宜川,内环至中环,1室0厅,1厨1卫,169.0,49014,34.48,上海市普陀甘泉宜川宜川六村,31.259009,121.440237
宜洛馨苑,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-04-27,2018-05-02,满五年,无抵押,售后公房,普通住宅,共有,3,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109600336.html,中楼层,4,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,200.0,55158,36.26,上海市普陀甘泉宜川宜洛馨苑,31.258117,121.438949
达丰新村,南,简装,,平层,板楼,砖混结构,无电梯,无,2023-10-06,2023-04-23,满两年,无抵押,商品房,普通住宅,共有,20,一年前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107108183907.html,高楼层,6,普陀,武宁,内环内,2室1厅,1厨1卫,360.0,59692,60.31,上海市普陀武宁达丰新村,31.234842,121.415548
新顺小区,南,精装,,平层,板楼,砖混结构,无电梯,无,2025-02-07,2021-12-14,满两年,有抵押,商品房,普通住宅,共有,19,2个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111908921.html,低楼层,6,长宁,新华路,内环内,2室1厅,1厨1卫,360.0,75299,47.81,上海市长宁新华路新顺小区,31.198281,121.419607
宜川一村,南,精装,,平层,板楼,砖混结构,无电梯,无,2021-12-03,2021-12-23,满两年,无抵押,商品房,普通住宅,非共有,75,一年前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107104730553.html,低楼层,6,普陀,甘泉宜川,内环至中环,1室0厅,1厨1卫,185.0,54221,34.12,上海市普陀甘泉宜川宜川一村,31.235988,121.422403
宜川三村,南 北,简装,,平层,板楼,钢混结构,无电梯,无,2024-04-17,2017-03-15,满五年,无抵押,商品房,普通住宅,共有,48,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109517733.html,中楼层,7,普陀,甘泉宜川,内环至中环,3室1厅,1厨1卫,350.0,51073,68.53,上海市普陀甘泉宜川宜川三村,31.259873,121.443961
法华镇路500弄,南,简装,,平层,板楼,砖混结构,无电梯,无,2025-02-22,2020-10-12,满两年,无抵押,商品房,普通住宅,共有,5,2个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112079845.html,高楼层,6,长宁,新华路,内环内,2室1厅,1厨1卫,368.0,72814,50.54,上海市长宁新华路法华镇路500弄,31.204436,121.426022
长顺路24号,南,简装,,平层,板楼,砖混结构,,,2024-06-27,2006-05-13,满五年,无抵押,商品房,普通住宅,共有,36,9个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110095636.html,中楼层,6,长宁,新华路,,2室1厅,1厨1卫,365.0,70085,52.08,上海市长宁新华路长顺路24号,31.197934,121.418316
玉屏大楼,西北,其他,,平层,塔楼,钢混结构,两梯十一户,有,2025-03-22,2024-11-21,未满两年,无抵押,商品房,普通住宅,共有,2,1个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112380804.html,中楼层,15,长宁,中山公园,内环至中环,2室1厅,1厨1卫,379.0,58156,65.17,上海市长宁中山公园玉屏大楼,31.212211,121.412272
华经大厦,东南,简装,,平层,塔楼,钢混结构,两梯八户,有,2024-09-01,2009-10-23,满五年,无抵押,商品房,普通住宅,共有,16,7个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110687333.html,高楼层,24,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,247.0,43725,56.49,上海市普陀甘泉宜川华经大厦,31.257832,121.444798
石光小区,东 东南,精装,,平层,塔楼,钢混结构,两梯十户,有,2024-08-23,2020-10-01,满两年,无抵押,商品房,普通住宅,共有,6,7个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110586271.html,中楼层,19,普陀,光新,内环至中环,2室1厅,1厨1卫,358.0,52043,68.79,上海市普陀光新石光小区,31.25263,121.431105
虹桥路959弄,南,简装,,平层,板楼,砖混结构,无电梯,无,2023-01-29,2022-01-24,满两年,无抵押,商品房,普通住宅,共有,102,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106357997.html,中楼层,6,长宁,新华路,内环内,2室1厅,1厨1卫,400.0,76205,52.49,上海市长宁新华路虹桥路959弄,31.19657,121.418887
智荟苑,南 北,简装,,平层,板楼,钢混结构,两梯五户,有,2023-05-30,2015-10-01,满五年,无抵押,商品房,普通住宅,非共有,66,一年前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107107232444.html,高楼层,28,普陀,甘泉宜川,内环内,3室2厅,1厨1卫,709.0,60106,117.96,上海市普陀甘泉宜川智荟苑,31.255895,121.447049
中华小区,南,简装,,平层,板楼,钢混结构,无电梯,无,2022-09-19,2013-01-08,满五年,无抵押,商品房,普通住宅,非共有,97,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107105817142.html,高楼层,7,长宁,新华路,内环内,2室1厅,1厨1卫,380.0,65506,58.01,上海市长宁新华路中华小区,31.19901,121.417162
宜川六村,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-08-21,2004-12-05,满五年,无抵押,商品房,普通住宅,共有,30,8个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110560853.html,中楼层,6,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,208.0,43975,47.3,上海市普陀甘泉宜川宜川六村,31.259009,121.440237
智荟苑,南,简装,,平层,板楼,钢混结构,两梯五户,有,2024-03-03,2022-08-26,满两年,无抵押,商品房,普通住宅,共有,17,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109153564.html,中楼层,28,普陀,甘泉宜川,内环内,1室2厅,1厨1卫,550.0,74325,74.0,上海市普陀甘泉宜川智荟苑,31.255895,121.447049
中山西路424弄,南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-04-06,2015-10-12,满五年,有抵押,商品房,普通住宅,非共有,31,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109436472.html,高楼层,6,长宁,中山公园,内环至中环,2室1厅,1厨1卫,399.0,69829,57.14,上海市长宁中山公园中山西路424弄,31.214919,121.410208
中山北路3904弄,北 南,简装,,平层,板楼,钢混结构,无电梯,无,2024-03-10,2001-02-03,满五年,无抵押,商品房,普通住宅,非共有,29,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109221297.html,中楼层,7,普陀,武宁,内环内,2室1厅,1厨1卫,399.0,62228,64.12,上海市普陀武宁中山北路3904弄,31.226355,121.411507
普雄馨苑,东南 东,简装,,平层,塔楼,钢混结构,两梯八户,有,2025-01-04,2025-01-26,未满两年,无抵押,商品房,普通住宅,非共有,5,3个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111760843.html,高楼层,22,普陀,武宁,内环内,2室1厅,1厨1卫,385.0,63417,60.71,上海市普陀武宁普雄馨苑,31.236668,121.424269
宜川六村,南,精装,,平层,板楼,砖混结构,无电梯,无,2025-02-26,2022-06-20,满两年,无抵押,商品房,普通住宅,共有,7,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112120346.html,低楼层,6,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,230.0,58794,39.12,上海市普陀甘泉宜川宜川六村,31.259009,121.440237
宜川华庭,南,精装,,平层,板楼,钢混结构,两梯四户,有,2023-02-09,2018-07-03,满五年,无抵押,商品房,普通住宅,非共有,12,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106446704.html,高楼层,22,普陀,甘泉宜川,内环至中环,3室1厅,1厨2卫,1100.0,72355,152.03,上海市普陀甘泉宜川宜川华庭,31.259753,121.439445
遵义小区,南,精装,,平层,板楼,砖混结构,无电梯,无,2023-06-26,2022-11-28,满两年,无抵押,商品房,普通住宅,非共有,37,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107431601.html,高楼层,6,长宁,中山公园,内环至中环,2室0厅,1厨1卫,358.0,69394,51.59,上海市长宁中山公园遵义小区,31.214303,121.409471
遵义小区,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-12-16,2018-01-01,满五年,无抵押,商品房,普通住宅,共有,4,4个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111610671.html,中楼层,5,长宁,中山公园,内环至中环,2室0厅,1厨1卫,390.0,72316,53.93,上海市长宁中山公园遵义小区,31.214303,121.409471
长宁路1488弄,南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-07-04,2017-01-20,满五年,无抵押,商品房,普通住宅,共有,8,9个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110155322.html,高楼层,6,长宁,中山公园,内环至中环,2室1厅,1厨1卫,395.0,63434,62.27,上海市长宁中山公园长宁路1488弄,31.218594,121.408749
龚家宅,东 北,精装,,平层,板楼,砖混结构,无电梯,无,2023-03-10,2020-07-02,满两年,无抵押,商品房,普通住宅,非共有,38,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106675413.html,中楼层,6,普陀,甘泉宜川,内环内,1室1厅,1厨1卫,169.0,57798,29.24,上海市普陀甘泉宜川龚家宅,31.259873,121.443961
中阳小区,南,精装,,平层,板楼,钢混结构,一梯五户,有,2024-05-22,2021-08-06,满两年,无抵押,商品房,普通住宅,非共有,67,10个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109795635.html,低楼层,7,长宁,中山公园,内环内,2室1厅,1厨1卫,398.0,70368,56.56,上海市长宁中山公园中阳小区,31.214812,121.421585
安化路337号,南,精装,,平层,板楼,砖混结构,无电梯,无,2024-05-09,1995-08-24,满五年,无抵押,商品房,普通住宅,非共有,10,11个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109688665.html,高楼层,6,长宁,中山公园,内环内,2室1厅,1厨1卫,360.0,73216,49.17,上海市长宁中山公园安化路337号,31.21501,121.42222
达苑小区,南 北,精装,,平层,板楼,砖混结构,无电梯,无,2023-02-12,2019-12-09,满五年,无抵押,商品房,普通住宅,非共有,3,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106466735.html,低楼层,6,普陀,甘泉宜川,内环至中环,1室0厅,1厨1卫,172.0,57506,29.91,上海市普陀甘泉宜川达苑小区,31.2571,121.43709
曹杨七村,南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-01-15,2012-08-29,满五年,有抵押,商品房,普通住宅,非共有,25,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108916522.html,高楼层,6,普陀,曹杨,内环至中环,2室1厅,1厨1卫,399.0,70099,56.92,上海市普陀曹杨曹杨七村,31.243316,121.409343
宜川六村,南,简装,,平层,板楼,砖混结构,无电梯,无,2023-09-17,2016-11-18,满五年,有抵押,商品房,普通住宅,非共有,5,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108059882.html,高楼层,6,普陀,甘泉宜川,内环至中环,1室1厅,0厨1卫,199.0,52163,38.15,上海市普陀甘泉宜川宜川六村,31.259009,121.440237
宜洛馨苑,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-04-27,2018-05-02,满五年,无抵押,售后公房,普通住宅,共有,3,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109600336.html,中楼层,4,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,200.0,55158,36.26,上海市普陀甘泉宜川宜洛馨苑,31.258117,121.438949
宜川六村,南,简装,,平层,板楼,砖混结构,无电梯,无,2023-12-08,2022-10-10,满两年,无抵押,商品房,普通住宅,非共有,22,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108657599.html,中楼层,6,普陀,甘泉宜川,内环至中环,1室0厅,1厨1卫,169.0,49014,34.48,上海市普陀甘泉宜川宜川六村,31.259009,121.440237
长宁路234弄,南,精装,,平层,板楼,砖混结构,无电梯,无,2024-01-16,2020-04-13,满五年,无抵押,商品房,普通住宅,共有,58,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107108923816.html,高楼层,6,长宁,中山公园,内环内,2室1厅,1厨1卫,390.0,75567,51.61,上海市长宁中山公园长宁路234弄,31.225647,121.427383
北枫桥园,西南,精装,,平层,板楼,砖混结构,一梯四户,有,2024-12-08,2017-10-30,满五年,有抵押,商品房,普通住宅,共有,24,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111538644.html,高楼层,6,普陀,曹杨,内环至中环,2室1厅,1厨1卫,370.0,59988,61.68,上海市普陀曹杨北枫桥园,31.241353,121.409754
宜川六村,南,毛坯,,平层,板楼,砖混结构,无电梯,无,2024-07-17,2007-03-17,满五年,无抵押,商品房,普通住宅,非共有,7,9个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110260546.html,低楼层,6,普陀,甘泉宜川,内环至中环,1室0厅,1厨1卫,185.0,64259,28.79,上海市普陀甘泉宜川宜川六村,31.259009,121.440237
宜川六村,南,精装,,平层,板楼,砖混结构,无电梯,无,2024-10-04,2020-09-15,满两年,无抵押,商品房,普通住宅,非共有,15,6个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107110959992.html,高楼层,6,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,165.0,46902,35.18,上海市普陀甘泉宜川宜川六村,31.259009,121.440237
信安新村,南,简装,,平层,板楼,砖混结构,无电梯,无,2022-08-11,2021-04-14,满两年,无抵押,售后公房,普通住宅,共有,6,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107105604858.html,中楼层,6,普陀,光新,内环至中环,2室1厅,1厨1卫,380.0,60996,62.3,上海市普陀光新信安新村,31.254696,121.432897
华师大二村,南,简装,,平层,板楼,砖混结构,无电梯,无,2025-04-13,2000-06-06,满五年,无抵押,商品房,普通住宅,非共有,0,14天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112599893.html,中楼层,6,普陀,长风,内环至中环,2室1厅,1厨1卫,360.0,72333,49.77,上海市普陀长风华师大二村,31.231287,121.401057
曹杨四村(桐柏园),南,精装,,平层,板楼,砖混结构,无电梯,无,2023-05-25,1998-04-27,满五年,无抵押,商品房,普通住宅,非共有,47,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107192715.html,低楼层,6,普陀,曹杨,内环至中环,2室1厅,1厨1卫,375.0,59383,63.15,上海市普陀曹杨曹杨四村(桐柏园),31.23753,121.40723
华馨小区,南,毛坯,,平层,板楼,砖混结构,无电梯,无,2023-04-15,2012-10-08,满五年,无抵押,商品房,普通住宅,共有,19,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106921393.html,中楼层,6,长宁,中山公园,内环内,2室1厅,1厨1卫,390.0,75087,51.94,上海市长宁中山公园华馨小区,31.223907,121.420293
化工小区(长宁),南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-12-26,2020-07-24,满两年,无抵押,商品房,普通住宅,共有,1,3个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111686527.html,低楼层,6,长宁,新华路,内环内,2室1厅,1厨1卫,360.0,73320,49.1,上海市长宁新华路化工小区(长宁),31.204944,121.420899
石泉路1号,东南 北,简装,,平层,塔楼,钢混结构,两梯八户,有,2024-02-26,2004-02-24,满五年,无抵押,商品房,普通住宅,共有,3,一年前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109099330.html,中楼层,18,普陀,光新,内环至中环,2室1厅,1厨1卫,400.0,59198,67.57,上海市普陀光新石泉路1号,31.254686,121.429705
三泾南宅,南,简装,,平层,板楼,钢混结构,无电梯,无,2023-07-12,2009-12-07,满五年,有抵押,商品房,普通住宅,非共有,36,一年前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107107548109.html,中楼层,7,长宁,中山公园,内环内,2室0厅,1厨1卫,380.0,83867,45.31,上海市长宁中山公园三泾南宅,31.21359,121.416129
光新苑,南 北,精装,,平层,板楼,钢混结构,无电梯,无,2025-03-07,2009-07-03,满五年,无抵押,商品房,普通住宅,共有,1,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112224391.html,中楼层,7,普陀,光新,内环至中环,2室1厅,1厨1卫,300.0,50771,59.09,上海市普陀光新光新苑,31.249618,121.39547
宜川一村,南,简装,,平层,板楼,砖混结构,一梯四户,有,2025-03-15,2006-06-20,满五年,无抵押,商品房,普通住宅,非共有,20,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112313373.html,低楼层,6,普陀,甘泉宜川,内环至中环,1室0厅,1厨1卫,168.0,50150,33.5,上海市普陀甘泉宜川宜川一村,31.235988,121.422403
龚家宅,南 北,简装,,平层,板楼,砖混结构,无电梯,无,2025-04-06,2024-07-08,未满两年,无抵押,商品房,普通住宅,非共有,4,21天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112532079.html,高楼层,6,普陀,甘泉宜川,内环内,1室1厅,1厨1卫,158.0,41788,37.81,上海市普陀甘泉宜川龚家宅,31.259873,121.443961
定西路1235弄,南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-12-17,1990-12-17,满五年,无抵押,商品房,普通住宅,非共有,20,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111616682.html,中楼层,7,长宁,中山公园,内环内,2室1厅,1厨1卫,385.0,66934,57.52,上海市长宁中山公园定西路1235弄,31.214342,121.42246
赵家花园,南,精装,,平层,板楼,砖混结构,无电梯,无,2025-04-19,2011-05-31,满五年,无抵押,商品房,普通住宅,非共有,4,9天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112654114.html,中楼层,6,普陀,甘泉宜川,,1室1厅,1厨1卫,165.0,45009,36.66,上海市普陀甘泉宜川赵家花园,31.260428,121.442256
安化路309号,南 北,简装,,平层,板楼,砖混结构,无电梯,无,2024-12-03,2020-11-02,满两年,无抵押,商品房,普通住宅,非共有,31,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111496529.html,中楼层,7,长宁,中山公园,内环内,2室1厅,1厨1卫,360.0,66421,54.2,上海市长宁中山公园安化路309号,31.215173,121.424763
南星小区,东 东北,简装,,平层,塔楼,钢混结构,两梯八户,有,2024-12-01,2009-07-24,满五年,无抵押,商品房,普通住宅,共有,24,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111476583.html,中楼层,20,静安,苏河湾,内环内,2室1厅,1厨1卫,380.0,65147,58.33,上海市静安苏河湾南星小区,31.243357,121.465982
岚皋大楼,南 北,简装,,平层,塔楼,钢混结构,两梯十五户,有,2024-10-05,1998-02-28,未满两年,有抵押,商品房,普通住宅,共有,5,6个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110973651.html,低楼层,24,普陀,光新,内环至中环,2室1厅,1厨1卫,380.0,56912,66.77,上海市普陀光新岚皋大楼,31.246431,121.426894
泰山二村,南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-06-06,2021-03-06,满两年,有抵押,商品房,普通住宅,非共有,11,10个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107109917328.html,高楼层,6,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,209.0,51965,40.22,上海市普陀甘泉宜川泰山二村,31.259873,121.443961
达苑小区,南,精装,,平层,板楼,砖混结构,无电梯,无,2023-12-24,2019-07-09,满五年,有抵押,商品房,普通住宅,非共有,11,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108779891.html,中楼层,6,普陀,甘泉宜川,内环至中环,1室1厅,1厨1卫,189.0,49620,38.09,上海市普陀甘泉宜川达苑小区,31.2571,121.43709
南星小区,西北,简装,,平层,塔楼,钢混结构,两梯八户,有,2025-04-10,2002-02-27,满五年,无抵押,商品房,普通住宅,共有,3,18天以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112567879.html,中楼层,20,静安,苏河湾,内环内,2室1厅,1厨1卫,390.0,66758,58.42,上海市静安苏河湾南星小区,31.243357,121.465982
赵家花园,南,简装,,平层,板楼,砖混结构,一梯四户,有,2024-12-14,2001-02-05,满五年,无抵押,商品房,普通住宅,非共有,3,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111592642.html,中楼层,6,普陀,甘泉宜川,,1室1厅,0厨1卫,185.0,47878,38.64,上海市普陀甘泉宜川赵家花园,31.260428,121.442256
石泉路1号,东,精装,,平层,塔楼,钢混结构,两梯八户,有,2024-06-05,1999-03-18,满五年,无抵押,商品房,普通住宅,非共有,5,10个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109912199.html,高楼层,18,普陀,光新,内环至中环,2室1厅,1厨1卫,370.0,54759,67.57,上海市普陀光新石泉路1号,31.254686,121.429705
光新大楼,东南,简装,,平层,塔楼,钢混结构,两梯八户,有,2024-12-29,2009-04-24,满五年,有抵押,商品房,普通住宅,共有,0,3个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111716059.html,中楼层,20,普陀,光新,内环至中环,2室1厅,1厨1卫,366.0,56360,64.94,上海市普陀光新光新大楼,31.251196,121.431031
和丰苑,南 北,简装,,平层,板楼,钢混结构,两梯十二户,有,2024-12-10,2019-04-24,满五年,无抵押,动迁安置房,普通住宅,共有,32,4个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111556966.html,低楼层,22,普陀,甘泉宜川,中环至外环,3室2厅,1厨1卫,620.0,75216,82.43,上海市普陀甘泉宜川和丰苑,31.256012,121.44405
和丰苑,南 北,简装,,平层,板楼,砖混结构,两梯六户,有,2022-06-19,2018-11-09,满五年,无抵押,动迁安置房,普通住宅,非共有,79,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107105331584.html,低楼层,18,普陀,甘泉宜川,中环至外环,3室2厅,1厨1卫,675.0,83841,80.51,上海市普陀甘泉宜川和丰苑,31.256012,121.44405
中华小区,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-05-04,2006-12-01,满五年,无抵押,商品房,普通住宅,共有,35,11个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109649903.html,低楼层,6,长宁,新华路,内环内,2室1厅,0厨1卫,365.0,68417,53.35,上海市长宁新华路中华小区,31.19901,121.417162
长新小区(长宁),南,精装,,平层,板楼,砖混结构,一梯四户,有,2025-02-27,2020-08-31,满两年,无抵押,商品房,普通住宅,非共有,14,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112136935.html,中楼层,6,长宁,中山公园,内环内,2室1厅,1厨1卫,396.0,80949,48.92,上海市长宁中山公园长新小区(长宁),31.222417,121.426682
番禺路395号,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-11-06,2016-08-03,满五年,无抵押,商品房,普通住宅,非共有,40,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111265789.html,中楼层,6,长宁,新华路,内环内,2室0厅,1厨1卫,398.0,74756,53.24,上海市长宁新华路番禺路395号,31.203772,121.430422
化工小区(长宁),南 北,精装,,平层,板楼,砖混结构,无电梯,无,2024-12-26,2020-07-24,满两年,无抵押,商品房,普通住宅,共有,1,3个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111686527.html,低楼层,6,长宁,新华路,内环内,2室1厅,1厨1卫,360.0,73320,49.1,上海市长宁新华路化工小区(长宁),31.204944,121.420899
番禺路395号,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-11-06,2016-08-03,满五年,无抵押,商品房,普通住宅,非共有,40,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111265789.html,中楼层,6,长宁,新华路,内环内,2室0厅,1厨1卫,398.0,74756,53.24,上海市长宁新华路番禺路395号,31.203772,121.430422
智荟苑,南 北,精装,,平层,板楼,钢混结构,两梯五户,有,2023-06-06,2014-04-14,满五年,无抵押,商品房,普通住宅,共有,3,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107283778.html,低楼层,28,普陀,甘泉宜川,内环内,3室2厅,1厨2卫,1198.0,84851,141.19,上海市普陀甘泉宜川智荟苑,31.255895,121.447049
延安西路1236弄,南,精装,,平层,板楼,砖混结构,无电梯,无,2024-09-21,2016-05-11,满五年,无抵押,商品房,普通住宅,非共有,10,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110866670.html,低楼层,5,长宁,新华路,内环内,2室1厅,1厨1卫,380.0,93047,40.84,上海市长宁新华路延安西路1236弄,31.210911,121.427471
长宁支路318弄,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-11-21,1998-08-12,满五年,无抵押,动迁安置房,普通住宅,非共有,10,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111397243.html,低楼层,6,长宁,中山公园,内环内,2室1厅,1厨1卫,400.0,72073,55.5,上海市长宁中山公园长宁支路318弄,31.223643,121.423324
宣化路268弄,南 北,精装,,平层,板楼,钢混结构,无电梯,无,2024-07-16,2016-11-07,满五年,无抵押,商品房,普通住宅,非共有,24,9个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110254964.html,高楼层,7,长宁,中山公园,内环内,2室2厅,1厨1卫,399.0,80073,49.83,上海市长宁中山公园宣化路268弄,31.217312,121.424808
